model,term,coef,se,pvalue,ci_low,ci_high,n,r2
Model1_bivariate,Intercept,97.79408198090613,9.52632839737651,1.0062680314411644e-24,79.122821417147,116.46534254466526,91,0.05119990874392388
Model1_bivariate,sba_pct,-0.33023590111037254,0.10183520017854365,0.0011834203778669323,-0.5298292258187449,-0.1306425764020001,91,0.05119990874392388
Model2_plus_gdp,Intercept,103.91189436313242,11.600462069235558,3.3192670551165763e-19,81.17540650340774,126.6483822228571,91,0.07050509658829518
Model2_plus_gdp,sba_pct,-0.20774803791238566,0.1277766462863352,0.10397760962730317,-0.4581856626989163,0.04268958687414498,91,0.07050509658829518
Model2_plus_gdp,log_gdp_pc,-1.9130490210677151,1.4927343407039622,0.19999224299718132,-4.838754567333623,1.0126565251981932,91,0.07050509658829518
Model3_plus_gdp_edu,Intercept,111.92945728080176,15.400570514371376,3.651801755727036e-13,81.74489373126437,142.11402083033914,79,0.07363412448435691
Model3_plus_gdp_edu,sba_pct,-0.30043187917210357,0.18258477108170285,0.09987956525405996,-0.6582914546177315,0.0574276962735244,79,0.07363412448435691
Model3_plus_gdp_edu,log_gdp_pc,-3.5762089641512107,2.1425960766786223,0.09509739198642887,-7.77562010785813,0.623202179555709,79,0.07363412448435691
Model3_plus_gdp_edu,sec_enroll_f,0.17735678886889444,0.14161100254196046,0.21041599549693446,-0.10019567592795808,0.45490925366574697,79,0.07363412448435691
